gene_acronym,gene_name,gene_entrez_id,age_in_days,age,donor_sex,structure_name,expression_energy
Chrnb2,"cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)",11444,56.0,P56,M,pontine hindbrain,1.30442
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.7203
Cacna1g,"calcium channel, voltage-dependent, T type, alpha 1G subunit",12291,56.0,P56,F,pontine hindbrain,2.00571
Atp1a1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",11928,56.0,P56,M,pontine hindbrain,11.8159
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.0642941
Chrna1,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)",11435,56.0,P56,M,pontine hindbrain,5.55282
Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",11438,56.0,P56,M,pontine hindbrain,1.87854
Cd44,CD44 antigen,12505,56.0,P56,M,pontine hindbrain,0.142983
Ache,acetylcholinesterase,11423,56.0,P56,M,pontine hindbrain,9.94341
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.266402
Col14a1,"collagen, type XIV, alpha 1",12818,56.0,P56,M,pontine hindbrain,0.607589
Cckbr,cholecystokinin B receptor,12426,56.0,P56,M,pontine hindbrain,1.02172
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.99329
Egr1,early growth response 1,13653,56.0,P56,M,pontine hindbrain,1.15379
Cdh17,cadherin 17,12557,56.0,P56,M,pontine hindbrain,0.0987525
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,M,pontine hindbrain,1.33382
Gabre,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",14404,56.0,P56,F,pontine hindbrain,0.2048
Calb1,calbindin 1,12307,56.0,P56,M,pontine hindbrain,0.359325
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.191545
Calb1,calbindin 1,12307,56.0,P56,M,pontine hindbrain,3.05054
Bcan,brevican,12032,56.0,P56,M,pontine hindbrain,1.54192
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.0817236
C1qa,"complement component 1, q subcomponent, alpha polypeptide",12259,56.0,P56,M,pontine hindbrain,0.950685
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.5837
Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,56.0,P56,M,pontine hindbrain,0.577076
Bcan,brevican,12032,56.0,P56,M,pontine hindbrain,5.96083
Gdf11,growth differentiation factor 11,14561,56.0,P56,M,pontine hindbrain,1.13684
Gal,galanin,14419,56.0,P56,F,pontine hindbrain,0.153593
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,M,pontine hindbrain,4.99434
Gnrh1,gonadotropin releasing hormone 1,14714,56.0,P56,M,pontine hindbrain,0.00864577
Drd4,dopamine receptor D4,13491,56.0,P56,M,pontine hindbrain,0.0983005
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.195191
Gfra2,glial cell line derived neurotrophic factor family receptor alpha 2,14586,56.0,P56,M,pontine hindbrain,5.48339
Gabrb1,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",14400,56.0,P56,M,pontine hindbrain,1.10907
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,0.64371
Agtr1a,"angiotensin II receptor, type 1a",11607,56.0,P56,M,pontine hindbrain,1.19932
Calb2,calbindin 2,12308,56.0,P56,M,pontine hindbrain,9.4625
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontine hindbrain,0.0976537
Calb1,calbindin 1,12307,56.0,P56,M,pontine hindbrain,0.651513
Col15a1,"collagen, type XV, alpha 1",12819,56.0,P56,M,pontine hindbrain,0.504231
Agtr1a,"angiotensin II receptor, type 1a",11607,56.0,P56,M,pontine hindbrain,1.84938
Agtr1a,"angiotensin II receptor, type 1a",11607,56.0,P56,M,pontine hindbrain,1.60852
Col18a1,"collagen, type XVIII, alpha 1",12822,56.0,P56,M,pontine hindbrain,0.138136
Glra4,"glycine receptor, alpha 4 subunit",14657,56.0,P56,M,pontine hindbrain,3.25375
Calb1,calbindin 1,12307,56.0,P56,M,pontine hindbrain,2.88347
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.73639
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontine hindbrain,0.0188135
Agtr1a,"angiotensin II receptor, type 1a",11607,56.0,P56,M,pontine hindbrain,1.49299
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,F,pontine hindbrain,3.36256
Gas1,growth arrest specific 1,14451,56.0,P56,M,pontine hindbrain,0.875338
Dbp,D site albumin promoter binding protein,13170,56.0,P56,M,pontine hindbrain,0.234324
Ghrh,growth hormone releasing hormone,14601,56.0,P56,M,pontine hindbrain,0.132424
Neurod6,neurogenic differentiation 6,11922,56.0,P56,M,pontine hindbrain,0.0234351
Barx2,BarH-like homeobox 2,12023,56.0,P56,M,pontine hindbrain,5.56833
Agtr1a,"angiotensin II receptor, type 1a",11607,56.0,P56,M,pontine hindbrain,1.61227
Gal,galanin,14419,56.0,P56,F,pontine hindbrain,0.264192
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,4.33142
Gpr56,G protein-coupled receptor 56,14766,56.0,P56,M,pontine hindbrain,0.850268
Agtr1a,"angiotensin II receptor, type 1a",11607,56.0,P56,F,pontine hindbrain,3.10433
Col18a1,"collagen, type XVIII, alpha 1",12822,56.0,P56,M,pontine hindbrain,0.0823374
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontine hindbrain,0.175451
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,F,pontine hindbrain,3.22241
Gnrh1,gonadotropin releasing hormone 1,14714,56.0,P56,M,pontine hindbrain,0.0081031
Gnrh1,gonadotropin releasing hormone 1,14714,56.0,P56,M,pontine hindbrain,0.252849
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.243505
Axin2,axin2,12006,56.0,P56,M,pontine hindbrain,0.269565
Calb2,calbindin 2,12308,56.0,P56,M,pontine hindbrain,8.12188
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.49948
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.247219
Ghrh,growth hormone releasing hormone,14601,56.0,P56,M,pontine hindbrain,0.146926
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,1.97604
Axin1,axin 1,12005,56.0,P56,M,pontine hindbrain,0.371327
Gal,galanin,14419,56.0,P56,M,pontine hindbrain,0.174893
Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit",12287,56.0,P56,M,pontine hindbrain,0.0701925
Calb1,calbindin 1,12307,56.0,P56,M,pontine hindbrain,2.33795
Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,56.0,P56,M,pontine hindbrain,0.0340384
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.346468
Gabrb1,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",14400,56.0,P56,M,pontine hindbrain,1.02305
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.50268
Egr1,early growth response 1,13653,56.0,P56,M,pontine hindbrain,0.861428
Calb1,calbindin 1,12307,56.0,P56,M,pontine hindbrain,2.51239
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,M,pontine hindbrain,2.05729
Dsg1a,desmoglein 1 alpha,13510,56.0,P56,M,pontine hindbrain,0.135725
Avp,arginine vasopressin,11998,56.0,P56,M,pontine hindbrain,0.139879
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.351883
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.914578
Col4a2,"collagen, type IV, alpha 2",12827,56.0,P56,M,pontine hindbrain,0.892991
Dbp,D site albumin promoter binding protein,13170,56.0,P56,M,pontine hindbrain,2.77537
Gal,galanin,14419,56.0,P56,F,pontine hindbrain,0.140218
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,2.03151
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontine hindbrain,0.0275958
Cdh17,cadherin 17,12557,56.0,P56,M,pontine hindbrain,0.119027
Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",11440,56.0,P56,M,pontine hindbrain,0.567722
Ghrh,growth hormone releasing hormone,14601,56.0,P56,M,pontine hindbrain,0.585828
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,M,pontine hindbrain,2.3494
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontine hindbrain,0.0724758
Anxa2,annexin A2,12306,56.0,P56,M,pontine hindbrain,0.297582
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontine hindbrain,0.0953241
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.810975
Gal,galanin,14419,56.0,P56,M,pontine hindbrain,0.343252
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,2.42224
Col4a5,"collagen, type IV, alpha 5",12830,56.0,P56,M,pontine hindbrain,0.37604
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.574589
Glra1,"glycine receptor, alpha 1 subunit",14654,56.0,P56,M,pontine hindbrain,8.92065
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,1.14014
Col5a1,"collagen, type V, alpha 1",12831,56.0,P56,M,pontine hindbrain,0.699707
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.448455
Ghrh,growth hormone releasing hormone,14601,56.0,P56,M,pontine hindbrain,0.79091
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.73975
Ghrh,growth hormone releasing hormone,14601,56.0,P56,M,pontine hindbrain,0.0475908
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,56.0,P56,M,pontine hindbrain,1.26441
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.07805
Ache,acetylcholinesterase,11423,56.0,P56,M,pontine hindbrain,11.9381
Gdf1,growth differentiation factor 1,14559,56.0,P56,M,pontine hindbrain,1.41806
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,M,pontine hindbrain,1.29505
Bdnf,brain derived neurotrophic factor,12064,56.0,P56,M,pontine hindbrain,1.47539
Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,56.0,P56,M,pontine hindbrain,0.191265
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.502907
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontine hindbrain,0.19326
Col5a2,"collagen, type V, alpha 2",12832,56.0,P56,M,pontine hindbrain,0.388668
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.393613
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontine hindbrain,1.5546
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.79457
Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit",12287,56.0,P56,M,pontine hindbrain,0.137552
Egr2,early growth response 2,13654,56.0,P56,M,pontine hindbrain,0.49806
Grid2,"glutamate receptor, ionotropic, delta 2",14804,56.0,P56,M,pontine hindbrain,0.849608
Egfr,epidermal growth factor receptor,13649,56.0,P56,F,pontine hindbrain,0.0832605
Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,56.0,P56,F,pontine hindbrain,3.228
Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,56.0,P56,M,pontine hindbrain,0.784037
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",12293,56.0,P56,M,pontine hindbrain,2.19103
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,1.11097
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",12293,56.0,P56,M,pontine hindbrain,0.973511
Gabre,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",14404,56.0,P56,F,pontine hindbrain,0.231974
Fos,FBJ osteosarcoma oncogene,14281,56.0,P56,M,pontine hindbrain,1.25633
Col6a1,"collagen, type VI, alpha 1",12833,56.0,P56,M,pontine hindbrain,1.65079
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.628658
Col6a1,"collagen, type VI, alpha 1",12833,56.0,P56,M,pontine hindbrain,0.22062
Etv1,ets variant 1,14009,56.0,P56,M,pontine hindbrain,0.300985
Dbp,D site albumin promoter binding protein,13170,56.0,P56,M,pontomedullary hindbrain,0.614673
E2f1,E2F transcription factor 1,13555,56.0,P56,M,pontomedullary hindbrain,12.0131
E2f5,E2F transcription factor 5,13559,56.0,P56,M,pontomedullary hindbrain,0.0399004
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,1.77967
Dbp,D site albumin promoter binding protein,13170,56.0,P56,M,pontomedullary hindbrain,0.92662
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,1.34592
Dbp,D site albumin promoter binding protein,13170,56.0,P56,M,pontomedullary hindbrain,1.31531
Grik1,"glutamate receptor, ionotropic, kainate 1",14805,56.0,P56,M,pontomedullary hindbrain,2.21139
Ache,acetylcholinesterase,11423,56.0,P56,M,pontomedullary hindbrain,11.7818
Ecel1,endothelin converting enzyme-like 1,13599,56.0,P56,M,pontomedullary hindbrain,3.23995
Dbp,D site albumin promoter binding protein,13170,56.0,P56,M,pontomedullary hindbrain,0.234075
S1pr1,sphingosine-1-phosphate receptor 1,13609,56.0,P56,M,pontomedullary hindbrain,2.80154
Dbi,diazepam binding inhibitor,13167,56.0,P56,M,pontomedullary hindbrain,2.68377
Ednrb,endothelin receptor type B,13618,56.0,P56,F,pontomedullary hindbrain,0.303254
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.302582
Dbi,diazepam binding inhibitor,13167,56.0,P56,M,pontomedullary hindbrain,3.1732
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.277954
Dbi,diazepam binding inhibitor,13167,56.0,P56,M,pontomedullary hindbrain,2.3217
Ednrb,endothelin receptor type B,13618,56.0,P56,F,pontomedullary hindbrain,0.114638
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.227062
Dbi,diazepam binding inhibitor,13167,56.0,P56,M,pontomedullary hindbrain,2.63321
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",12293,56.0,P56,M,pontomedullary hindbrain,1.43762
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.0929629
Dbi,diazepam binding inhibitor,13167,56.0,P56,M,pontomedullary hindbrain,2.77218
Ednrb,endothelin receptor type B,13618,56.0,P56,F,pontomedullary hindbrain,0.196228
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.185395
Dbi,diazepam binding inhibitor,13167,56.0,P56,M,pontomedullary hindbrain,8.75066
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.0395219
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.081316
Ache,acetylcholinesterase,11423,56.0,P56,M,pontomedullary hindbrain,10.0768
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.118227
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.30937
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.0751169
Ednrb,endothelin receptor type B,13618,56.0,P56,M,pontomedullary hindbrain,0.206264
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.141791
Efna1,ephrin A1,13636,56.0,P56,M,pontomedullary hindbrain,2.84835
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.0826961
Efna3,ephrin A3,13638,56.0,P56,M,pontomedullary hindbrain,0.49768
Efna5,ephrin A5,13640,56.0,P56,M,pontomedullary hindbrain,1.13342
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.0795866
Efnb2,ephrin B2,13642,56.0,P56,M,pontomedullary hindbrain,0.626298
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,1.18449
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.131515
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,2.3625
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.150565
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",12293,56.0,P56,M,pontomedullary hindbrain,1.0255
Efnb3,ephrin B3,13643,56.0,P56,M,pontomedullary hindbrain,8.82643
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,1.72319
Dbh,dopamine beta hydroxylase,13166,56.0,P56,M,pontomedullary hindbrain,0.659554
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,2.09392
Ache,acetylcholinesterase,11423,56.0,P56,M,pontomedullary hindbrain,7.74815
Egfr,epidermal growth factor receptor,13649,56.0,P56,F,pontomedullary hindbrain,0.378484
Egfr,epidermal growth factor receptor,13649,56.0,P56,F,pontomedullary hindbrain,0.198634
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.347768
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0819888
Grik1,"glutamate receptor, ionotropic, kainate 1",14805,56.0,P56,M,pontomedullary hindbrain,2.00986
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.057872
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.127267
Egfr,epidermal growth factor receptor,13649,56.0,P56,F,pontomedullary hindbrain,0.24623
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0690755
Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,56.0,P56,M,pontomedullary hindbrain,0.078535
Egfr,epidermal growth factor receptor,13649,56.0,P56,F,pontomedullary hindbrain,0.0539724
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0689187
Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,56.0,P56,M,pontomedullary hindbrain,0.0928232
Ache,acetylcholinesterase,11423,56.0,P56,M,pontomedullary hindbrain,10.5218
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.106922
Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,56.0,P56,M,pontomedullary hindbrain,0.300611
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0831728
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0893158
Dach1,dachshund 1 (Drosophila),13134,56.0,P56,M,pontomedullary hindbrain,1.698
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0795668
Dab1,disabled 1,13131,56.0,P56,M,pontomedullary hindbrain,0.547494
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0796598
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0559508
Dab1,disabled 1,13131,56.0,P56,M,pontomedullary hindbrain,1.02378
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.0888047
Dab1,disabled 1,13131,56.0,P56,M,pontomedullary hindbrain,2.4748
Egfr,epidermal growth factor receptor,13649,56.0,P56,M,pontomedullary hindbrain,0.107079
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",12293,56.0,P56,M,pontomedullary hindbrain,0.638894
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,1.42895
Cyp7b1,"cytochrome P450, family 7, subfamily b, polypeptide 1",13123,56.0,P56,M,pontomedullary hindbrain,0.0340519
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,1.55068
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.019368
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.953579
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,1.98667
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,F,pontomedullary hindbrain,0.0450175
Ache,acetylcholinesterase,11423,56.0,P56,M,pontomedullary hindbrain,11.921
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,1.52715
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.0587306
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.832146
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.924773
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.0155506
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.544362
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.00754351
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.480968
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.786762
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.00719716
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.827399
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.0179379
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.494537
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.579937
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.0331349
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",12293,56.0,P56,M,pontomedullary hindbrain,1.22996
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.491643
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.0239475
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,0.861272
Ache,acetylcholinesterase,11423,56.0,P56,M,pontomedullary hindbrain,9.17801
Egr1,early growth response 1,13653,56.0,P56,M,pontomedullary hindbrain,1.68242
Arc,activity regulated cytoskeletal-associated protein,11838,56.0,P56,M,pontomedullary hindbrain,1.95433
Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",13075,56.0,P56,M,pontomedullary hindbrain,0.0183543
